DishId,RestaurantId,Price,Name
499,499,7,Cedar Park Western Burger
500,500,15,Cherry Blossom Beauty Balm
501,501,11,Berry Burst Parfait
502,502,6,Crispy Ramen Crunchers
503,503,5,Bagel Blitz Sandwich
504,504,13,Golden Gourmet Risotto
505,505,8,Mango Tango Hand Grenade
506,506,15,Car Care Combo
507,507,5,Vegetarian Delight Sandwich
508,508,11,Southwestern Fiesta Bowl
509,509,5,Harmony Quinoa Bowl
510,510,11,Freddy's Steakburger Deluxe
511,511,12,Slick Tire Stew
512,512,13,Revved-Up Ribs
513,513,5,Sizzle & Sear Steakhouse
514,514,8,Ceramic Shine Specialty Wax
515,515,11,Golden Chicken Tenders
516,516,14,Pedal Power Pasta
517,517,10,Speedy Sausage Sandwich
518,518,14,Healing Chicken Noodle Soup
519,519,13,Spice Sensation Biryani
520,520,11,Speed Demon Spareribs
521,521,8,Signature Shave Butter
522,522,5,Sunshine Pineapple Delight
523,523,9,Frontier Pecan Pie
524,524,5,Spiced Masala Okra
525,525,15,Rustic Maple Glazed Pork Chop
526,526,10,Saffron Skyline Rug
527,527,6,Clucker Wrap
528,528,15,Purrfectly Groomed Tuna Treats
529,529,11,Incredipasta
530,530,6,Checkers' Crunchy Onion Rings
531,531,9,Ink Master's Delight
532,532,7,Midnight Tinted Tacos
533,533,13,Flavor Fusion Delight
534,534,9,Rose Petal Manicure
535,535,9,Yerli's Stitched Delight
536,536,13,Fertile Farmland Frittata
537,537,13,Everything Bagel Sandwich
538,538,5,Brickyard BBQ Dip
539,539,5,Ink Fusion Silk Scarf
540,540,10,Mystery Cheesesteak Challenge
541,541,7,Serenity Scrub Butter
542,542,12,Savory Shepherd's Pie
543,543,5,"""Midnight Whisky Blend"""
544,544,5,Elegant Event Canopy
545,545,7,Tropical Sunset Tacos
546,546,8,Golden Dragon Dumplings
547,547,15,Woodland Berry Salad
548,548,11,Golden Dragon Stir-Fry
549,549,10,Crème de la Cleanse
550,550,5,Smokey Maple Pork Ribs
551,551,12,Arrowhead Apple Pie
552,552,11,Midnight Ride Burger
553,553,9,Fiery Cajun Shrimp.
554,554,13,Churro Delight
555,555,9,Kleftiko Lamb Shoulder
556,556,12,Pho-licious Chicken Soup
557,557,9,Minuteman Sandwich
558,558,13,Urban Nacho Platter
559,559,11,Bespoke Burger Bow Tie
560,560,5,Thyme-Rubbed Smoked Brisket
561,561,13,Inkmaster's Feast
562,562,15,The Big Apple BLT
563,563,11,Twilight Truffle Torte
564,564,15,Carnival Popcorn Delight
565,565,6,Storage Delight
566,566,8,Sauteed Kale with Pine Nuts
567,567,7,Aromatic Mutton Biryani
568,568,5,Glamorous Gemstone Manicure
569,569,11,Amber's Masala Chai
570,570,6,Spicy Smokehouse Brisket
571,571,10,Harvest Apple Pie
572,572,12,Cappuccino Cream Cake
573,573,6,Sweet Sunrise Donut
574,574,15,Savory Sunrise Omelette
575,575,15,Victoria's Veggie Delight
576,576,12,Printer's Pastry Palette
577,577,11,Picasso's Pesto Pasta
578,578,7,Sea Captain's Platter
579,579,8,Sizzling Fajita Skillet.
580,580,15,Tooth Fairy's Delight
581,581,7,DreamCloud Mattress
582,582,11,Sun-Kissed Salmon Salad
583,583,12,Vitality Bowl
584,584,15,Fiesta Chicken Enchiladas
585,585,9,"""Poppy's Sundae Delight"""
586,586,5,Relax & Refresh Body Scrub
587,587,11,Arabian Nights Pillow
588,588,11,Fudge Delight Brownies
589,589,6,Lakeside Lemonade
590,590,10,Cheesy Bacon Ranch Fries
591,591,12,Pumpkin Spice Latte
592,592,5,Tiny Treasure Onesie
593,593,13,"""Savory Sage Turkey Sandwich"""
594,594,13,Gnocchi Alla Vodka
595,595,11,Magic Mushroom Burger
596,596,13,Seaside Serenade
597,597,12,Soft Pretzel Twists
598,598,11,Savannah Skewers
599,599,6,Everything Bagel with Cream Cheese Delight
600,600,13,Champion Special Burger
601,601,6,Enchiladas del Sol
602,602,14,Cheesy Garlic Bread Twists
603,603,12,Tropical Blossom Bouquet
604,604,13,Flaming Phoenix Wraps
605,605,11,The Natural Oak Plank
606,606,11,"""Strike & Pocket Nachos"""
607,607,7,Hound's Hearty Stew
608,608,9,Fiesta Flautas
609,609,12,Crispy Bucket Combo
610,610,5,Riverwalk Delight
611,611,5,Honey Mustard Glazed Salmon
612,612,11,Boogyz Berry Bliss Donut
613,613,8,Nitrous Nachos
614,614,7,Iced Cinnamon Almondmilk Macchiato
615,615,6,Majestic Towing's Sweet & Spicy Pulled Pork Sandwich
616,616,5,Vivid Dream Bowl
617,617,11,Hoppy Harvest Salad
618,618,6,Tasty Tofu Bowl
619,619,11,Hoagie Haven
620,620,10,Shiny Suds Car Wash Special
621,621,12,Cheddar Broccoli Soup
622,622,6,Mediterranean Madness Gyro
623,623,12,Smile-Boosting Snack Packs
624,624,6,Inferno Burger
625,625,11,Savory Sunrise Omelette
626,626,8,Creekside Chicken Parmesan
627,627,10,Blooming Blossom Bouquet
628,628,6,Savory Creole Shrimp Gumbo
629,629,13,Sizzling Sriracha Chicken Sandwich
630,630,11,Shine & Sparkle Car Wax
631,631,13,Haircut Heaven
632,632,12,Lemon Basil Gelato
633,633,7,Colonial Apple Pie
634,634,9,Auction House Blend Coffee
635,635,6,Mystical Mermaid Milkshakes
636,636,10,Kaiserman Kale Salad
637,637,10,Granite City Grilled Chicken Caesar Salad
638,638,9,Cheesy Bacon Bombs
639,639,6,Euro-Bistro Bratwurst
640,640,13,Sakura Blossom Roll
641,641,12,Honey Wheat Ale
642,642,10,Ethereal Eclair
643,643,12,Retro Game Delight
644,644,5,Rainbow Quinoa Salad
645,645,6,Soleful Steps Sandals
646,646,11,Golden Sun Patio Awning
647,647,11,Cheeseburger Deluxe
648,648,9,Artistic Pasta Classics
649,649,11,Royal Rose Manicure
650,650,11,Moose's Pulled Pork Sandwich
651,651,14,Pepperoni Perfection
652,652,5,Monster Munchies Sliders
653,653,7,Tandoori Chicken Royale
654,654,7,Maple Glazed Pork Chops
655,655,12,Glassy Granita
656,656,9,Harpet's Lavender Linen Mist
657,657,11,Sunset Spiced Chili
658,658,8,Print & Ship Pasta Parcel
659,659,5,Honeycomb Crunch Ice Cream
660,660,12,Midnight Mystery Pasta
661,661,5,Golden Chicken Nuggets
662,662,7,"""Recoil Buster Shotgun Cleaning Kit"""
663,663,15,Spicy Chipotle Tacos
664,664,6,Cosmic Kale Salad
665,665,10,Gourmet Grilling Skewers
666,666,8,Spicy Asphalt Burger
667,667,5,Zesty Za'atar Wrap
668,668,12,Harmony Bowl
669,669,6,Dream Cushion Blast
670,670,15,Gulch Green Goddess Salad
671,671,5,Spicy Mango Salsa
672,672,9,Risotto alla Pescatora
673,673,6,Rituals Aveda Salon - Tranquility Lavender Candle
674,674,11,Pineapple Passion Salad
675,675,15,Copper Canyon Crunch
676,676,13,Grease Monkey Burger
677,677,15,"""Pasta Primavera"""
678,678,7,"""Krch Realty's Spicy Chicken Tenders"""
679,679,14,Cobblestone Chicken and Waffles
680,680,11,Mediterranean Sunrise Salad
681,681,14,The Cutthroat Burger
682,682,13,Midnight Stout
683,683,5,Smooth Move Boxes
684,684,9,Sweet Dreams Cheesecake
685,685,9,Emerald Isle Breakfast Burrito
686,686,13,Babylicious Berry Blend Purée
687,687,9,Fragrant Citrus Upholstery Cleaner
688,688,9,Tire Choice Auto Service Centers - Spark Plug Soufflé
689,689,11,Leprechaun's Bounty
690,690,5,Southern Smokehouse BBQ Burger
691,691,8,Enchanted Espresso Eyedrops
692,692,9,Anacapa Sunrise
693,693,13,Spicy Basil Noodles
694,694,12,Silky Tresses Shampoo
695,695,15,Sizzling Garlic Shrimp
696,696,5,Terra's Blissful Berry Bowl
697,697,7,Budget Rental Cars Special Chicken Stir-Fry
698,698,13,Ocean Breeze Burger
699,699,11,Soft as Silk Eyebrow Kit
700,700,8,"""Zesty Grout Pasta"""
701,701,8,Fiesta Fajita Wrap
702,702,7,EBS Signature Shingles
703,703,13,Frady's Flavorful Fritters
704,704,12,"""Mexican Fiesta Quesadilla"""
705,705,11,Luxury Mile-High Burger
706,706,7,Rubber Tire Tacos
707,707,5,Mandarin Orange Chicken
708,708,7,Berry Burst Smoothie
709,709,13,Diamond Delight Necklace
710,710,6,Slider Supreme
711,711,13,Jazzed-Up Jambalaya
712,712,12,Retro VHS Nachos
713,713,9,Savory Harvest Soup
714,714,6,Oak Street BBQ Grill
715,715,14,Chic Champagne Facial
716,716,10,Sparkling Sorcery Potion
717,717,6,Chic Salmon Salad
718,718,15,Speedy Spaghetti
719,719,9,Spooky Swamp Stew
720,720,8,"""Nonna's Homemade Meatballs"""
721,721,8,Nonna's Secret Meatball Sub
722,722,8,Golden Wonton Soup
723,723,7,Berry Blitz Smoothie
724,724,11,Savory Seaweed Salad
725,725,8,Eagle Rock'n Roll sushi
726,726,11,Recon Rations
727,727,9,Bella Fresca Panini
728,728,6,Siam Elephant Delight
729,729,11,Donut Delight
730,730,8,Masterful Mango Chicken Salad
731,731,13,Beauty Bloom Lip Balm
732,732,8,Midnight Munchies
733,733,15,Sudsy Spinach Salad
734,734,7,"""The Jersey Mike's Submarine"""
735,735,6,Soleil Strappy Sandals
736,736,13,Delectable Delight Crepe
737,737,12,Artisan Harvest Salad
738,738,15,Funky Fusion Bowl
739,739,6,Cherry Blossom Chicken Salad
740,740,14,Shredded Trail Mix Trail Mix
741,741,6,Indigo Point's Oceanic Medley
742,742,8,Irish Whiskey Chicken Wings
743,743,9,Wholesome Harvest Omelet
744,744,10,Serenity Milk and Honey Bath Soak
745,745,5,Golden Indulgence
746,746,5,Sunshine Spinach Pie
747,747,6,Vanilla Bean Manicure
748,748,15,Sparkling Sapphire Salad
749,749,11,Sage-Roasted Vegetables
750,750,9,Hampton Wellness Wrap
751,751,12,"""Magic Mirror Tunic"""
752,752,11,Fabric Flower Bouquet Kit
753,753,8,Bayou Cajun Crawfish Delight
754,754,7,Emergency Minty Mouthwash
755,755,11,Cool Breeze Chicken Salad
756,756,9,Chillberry Blast
757,757,5,Plaza Pleaser
758,758,8,Visionary Veggie Bowl
759,759,15,Spicy Paneer Dosa
760,760,12,Seafoam Sashimi
761,761,6,Spicy Sriracha Chicken Sandwich
762,762,12,Pipe Dream Pasta
763,763,10,Golden River Fried Rice
764,764,15,"""Clean Cut Steak"""
765,765,6,Cheesy Garlic Knots
766,766,13,Golf Green Salad
767,767,10,Slurpee Supreme
768,768,11,Harmony Health Salad
769,769,5,BBQ Bacon Cheddar Thickburger
770,770,12,Diamond Delight Bracelet
771,771,10,Olivia's Signature Salad
772,772,8,Roma Caprese Salad
773,773,13,Glimmering Gazpacho
774,774,5,Party Pleaser Tablescape
775,775,5,Chic Salmon Salad
776,776,6,Misty Morning Muffins
777,777,15,Indulgent Rose Petal Pedicure
778,778,15,Big Mac Supreme
779,779,6,Mezcal Sunrise Salad
780,780,10,Apple Cinnamon Crepe
781,781,11,Raspberry Dream Delight
782,782,13,Mango Lassi Sunrise
783,783,8,Squid Scrub - Body Wash
784,784,10,Firecracker Southwest Salad
785,785,12,Cheesy Garlic Knots
786,786,8,Gearbox Grilled Cheese
787,787,13,Pet Pampering Platter
788,788,11,Lexus Surf and Turf Special
789,789,8,Cooper's Garden Harvest Salad
790,790,9,Global Fusion Grill
791,791,6,Gourmet Mushroom Risotto
792,792,9,Textbook Brokers UNR Blueberry Muffin
793,793,15,Rockin' Reuben
794,794,14,Mountain Melt Grilled Cheese
795,795,11,Lil' Einstein's Veggie Delight
796,796,9,Southern Comfort Shrimp and Grits
797,797,5,Midnight Movie Mix popcorn
798,798,6,Floral Fantasy Salad
799,799,14,Sizzling Fajitas
800,800,8,Tire Tread Tacos
801,801,8,Shrimpin' Shindig Cocktail
802,802,7,Rustic Roast Beef Sandwich
803,803,10,Rose Petal Manicure
804,804,11,Tim Hortons - Maple Glazed Donut
805,805,7,Zen Bliss Bath Salts
806,806,9,Globetrotter's Gazpacho
807,807,14,Glowing Goddess Shampoo
808,808,7,Sunny Seafood Salad
809,809,15,Golden Garlic Shrimp
810,810,11,Wave Rider Smoothie
811,811,8,Tropical Paradise Fruit Bouquet
812,812,14,Spicy Sriracha Pizza
813,813,5,Velvet Touch Manicure Kit
814,814,6,Protein Power Bowl
815,815,12,Cinnamon Sugar Pretzel Nuggets
816,816,12,Audi Boise Signature Grilled Salmon
817,817,6,East-Post Drive Omelette
818,818,9,Retro Frames
819,819,8,California Dream Bowl
820,820,6,Seaside Sunset Salad
821,821,12,Barber's Brew Beard Oil
822,822,6,Cedar Park Cafe: Sunrise Breakfast Sandwich
823,823,5,Pasta Primavera
824,824,12,Smokin' Pulled Pork Sandwich
825,825,7,Master's Inspection Platter
826,826,5,Reno Collective Coworking Special Blend Coffee
827,827,15,Sea Shanty Scallops
828,828,8,Max's Mile-High Muffler Macaroni and Cheese
829,829,13,Cajun Creole Ribeye
830,830,12,Fruit Medley Delight
831,831,11,Uncle Paulie's Pepperoni Pizza
832,832,8,The Big Apple Reuben
833,833,13,Rustic Charm Wall-Mounted Wine Rack
834,834,14,Cherrywood Chicken Casserole
835,835,15,Tire Iron Tacos
836,836,7,Chicken tender hoagie
837,837,9,Spicy Jalapeño Pulled Pork Sandwich
838,838,10,Lavender Mint Foot Scrub
839,839,7,Philly Cheesesteak Special
840,840,8,Mosaic Madness
841,841,14,Spicy Garlic Noodles
842,842,12,Sizzling Sunrise Breakfast Burrito
843,843,6,Storage PlethoraBins
844,844,14,Zen Bowl
845,845,7,Edgehill Blueberry Bliss Muffin
846,846,12,Dragon Fire Szechuan Chicken
847,847,5,Cowboy Chili
848,848,8,Crispy Truffle Risotto Balls
849,849,13,The Engine Reviver Burger
850,850,15,Sunset Salmon Filet
851,851,11,Meaty Madness Burger
852,852,14,Dental Delight Drink
853,853,15,Diamond Dust Cake
854,854,10,Green Goddess Smoothie
855,855,12,Sizzling Southwest Quesadilla
856,856,14,Jalapeño Tequila Sunrise
857,857,6,Fruit-tastic Delight
858,858,6,Wine and Dine Casserole
859,859,12,Royal Crown Burger
860,860,9,Sneaker Supreme
861,861,10,Petite 4 Mini Cheesecakes
862,862,12,Sweat & Sizzle Protein Bowl
863,863,12,Fertility Feast
864,864,6,Coventry Corned Beef Reuben
865,865,8,Cajun Jambalaya Platter
866,866,11,Golden Ale Fish and Chips
867,867,14,Filet Mignon Supreme
868,868,5,Golden Harvest Granola
869,869,6,Harvest Apple Salad
870,870,13,Engraved Elegance
871,871,5,Fairy Berry Cupcakes
872,872,7,Fast Dreams Pillow Top Mattress
873,873,7,Luxurious Locks Shampoo
874,874,14,Mocha Madness Donut
875,875,14,Rose Quartz Manicure
876,876,15,Golden Dragon Beef
877,877,7,Chic Salad
878,878,7,HomeSweetHome Decor Tray
879,879,5,Santa Barbara Truffle Pasta
880,880,8,Ecker's Spicy Shrimp Tacos
881,881,7,Savory Shea Butter Stew
882,882,13,Savory Cajun Gumbo
883,883,12,Speedy Spaghetti
884,884,5,Radiant Rose Lip Gloss
885,885,10,Spike Style Hair Gel
886,886,11,"DeGrandis Automotive Center: ""Revved Up Ravioli"""
887,887,5,Keeble's Cherry Cobbler
888,888,14,The Clipper Delight
889,889,8,Luxe Lavender Lemonade
890,890,8,Vineyard Baked Brie
891,891,7,Cheesy Bean and Rice Burrito
892,892,13,Saks OFF 5TH: Luxe Leather Clutch
893,893,11,Smoky Maple BBQ Ribs
894,894,14,Gelataccino
895,895,6,Ann's Gourmet Quiche
896,896,14,Vintage Vanilla Sundae
897,897,13,Golden Treasure Salad
898,898,14,Sears Stainless Steel 10-Piece Cookware Set
899,899,10,Szechuan Spice Blast Beef
900,900,13,Auto Armor Car Care Kit
901,901,5,ReJuv Glow Serum
902,902,14,Dragon Fire Noodles
903,903,15,Triple Cheeseburger Pizza
904,904,6,Laundry Day Enchiladas
905,905,8,Galman's Gourmet Pasta
906,906,8,Golden Treasure Watch
907,907,10,Grilled Jalapeno and Bacon Burger
908,908,5,Pet-Friendly Pupcakes
909,909,9,Spicy Butter Chicken
910,910,9,Eggceptional Avocado Toast
911,911,11,Sip & Savor Sangria
912,912,15,Floral Essence Salad
913,913,11,Jerk Spice Rub
914,914,10,Whispering Pines Trout Salad
915,915,7,Pawfect Pet Wellness Treats
916,916,8,Franklin Firecracker Burger
917,917,13,Maritime Fish Tacos
918,918,5,Golden Rose Petal Cheesecake
919,919,13,Freedom Smoke BBQ Brisket Sandwich
920,920,9,Enchanted Garden Paint Color
921,921,10,Flame-Grilled Wahoo Steak
922,922,8,Cheesy Garlic Bread Twists
923,923,15,Caribbean Jerk Chicken
924,924,8,Sizzle & Swirl Cajun Shrimp Skewers
925,925,14,Firestone Ribs
926,926,6,Glimmering Grape Gummies
927,927,9,Fuel-Injected Enchiladas
928,928,5,Furry Friends Feast
929,929,6,Sakura Blossom Roll
930,930,5,Savings Supreme Casserole
931,931,7,La Dolce Fontina
932,932,8,Southern Comfort Gumbo Supreme
933,933,9,Boise Towne Dental Delights
934,934,8,Whispered Whimsy
935,935,9,Noodle Supreme
936,936,9,Fiery Fajita Mix
937,937,15,Douglass Deluxe Burger
938,938,9,Oil Change Deluxe
939,939,10,Crafty Mac & Cheese
940,940,13,Munchkin Muffins
941,941,11,Cheese Steak Hoagie
942,942,12,Heirloom Tomato Salad
943,943,7,Golden Spirit Alpaca Ranch: Llama Lovers' Latte
944,944,11,"""Protein Power Bowl"""
945,945,15,Tooth fairy floss cookies
946,946,7,Golden Smiles Paella
947,947,8,Moonlit IPA
948,948,13,VW Veggie Burger
949,949,7,Bacon Cheeseburger
950,950,6,Toasty Turkey Fiesta Wrap
951,951,10,"""Spicy Mango Chutney"""
952,952,14,Mediterranean Quinoa Salad
953,953,9,Blasted Buffalo BBQ Burger
954,954,13,Crispy Kale Chips
955,955,8,Cluckin' Good Chicken Wrap
956,956,7,Pepperoni Parmesan Grilled Cheese
957,957,14,Kávé Brownie
958,958,6,Creole Shrimp and Grits
959,959,6,Golden Dragon Dumplings
960,960,6,Axiom's Heavenly Hash
961,961,11,Zesty Lemonade Blast
962,962,14,Ocean Breeze Salad
963,963,15,Main Street Serenity Scrub
964,964,15,Dunkin' Donuts
965,965,7,Spicy Italian Deluxe
966,966,5,Stroopwafel Delights
967,967,13,Vinyl Vibes Spinach Salad
968,968,6,Smooth Sailing Sofa
969,969,5,Blueberry Moonshine Wings
970,970,13,Shimmering Shellac Shrimp
971,971,5,Racing Ramen
972,972,11,Garlic Herb Shrimp Scampi
973,973,10,Ice Skater's Delight
974,974,15,Golden Bliss Burger
975,975,8,Zen Garden Salad
976,976,9,Spinach and Feta Stuffed Salmon
977,977,8,Umami Ramen
978,978,6,King's Quinoa Salad
979,979,12,Pumpkin Spice Latte
980,980,10,Pane au Chocolat
981,981,11,"""Soulful Sizzler Burger"""
982,982,6,Cajun Catfish Platter
983,983,10,Golden Roll
984,984,8,Soleful Strappy Sandal Salad
985,985,11,Blushing Bride Salad
986,986,7,Foamy Fresh Salad
987,987,9,Mediterranean Mezze Platter
988,988,8,Mamma Mia Meatballs
989,989,10,Flat Tire Fritters
990,990,15,Mama Mia Meatballs
991,991,14,Bean Me Up Chili
992,992,7,Luscious Locks Hair Serum
993,993,8,Blossom Boost Fertilizer
994,994,6,Drive-Thru Veggie Delight
995,995,12,The Sharpshooter Special
996,996,5,Baconator® Burger
997,997,11,Wholesome Harvest Salad.
998,998,10,Blue Line Blueberry Pie
999,999,14,Maxx's Maple Bourbon Glazed Pork Chop
1000,1000,6,Feathered Frittata
